-5, -15, 0.547678571429
-5, -14, 0.547678571429
-5, -13, 0.547678571429
-5, -12, 0.547678571429
-5, -11, 0.547678571429
-5, -10, 0.547678571429
-5, -9, 0.547678571429
-5, -8, 0.547678571429
-5, -7, 0.547678571429
-5, -6, 0.547678571429
-5, -5, 0.547678571429
-5, -4, 0.547678571429
-5, -3, 0.547678571429
-5, -2, 0.547678571429
-5, -1, 0.547678571429
-5, 0, 0.547678571429
-5, 1, 0.547678571429
-5, 2, 0.547678571429
-5, 3, 0.547678571429
-4, -15, 0.547678571429
-4, -14, 0.547678571429
-4, -13, 0.547678571429
-4, -12, 0.547678571429
-4, -11, 0.547678571429
-4, -10, 0.547678571429
-4, -9, 0.547678571429
-4, -8, 0.547678571429
-4, -7, 0.547678571429
-4, -6, 0.547678571429
-4, -5, 0.547678571429
-4, -4, 0.547678571429
-4, -3, 0.547678571429
-4, -2, 0.547678571429
-4, -1, 0.547678571429
-4, 0, 0.547678571429
-4, 1, 0.547678571429
-4, 2, 0.547678571429
-4, 3, 0.547678571429
-3, -15, 0.547678571429
-3, -14, 0.547678571429
-3, -13, 0.547678571429
-3, -12, 0.547678571429
-3, -11, 0.547678571429
-3, -10, 0.547678571429
-3, -9, 0.547678571429
-3, -8, 0.547678571429
-3, -7, 0.547678571429
-3, -6, 0.547678571429
-3, -5, 0.6025
-3, -4, 0.712023809524
-3, -3, 0.704880952381
-3, -2, 0.554345238095
-3, -1, 0.547678571429
-3, 0, 0.547678571429
-3, 1, 0.547678571429
-3, 2, 0.547678571429
-3, 3, 0.547678571429
-2, -15, 0.547678571429
-2, -14, 0.547678571429
-2, -13, 0.547678571429
-2, -12, 0.547678571429
-2, -11, 0.547678571429
-2, -10, 0.547678571429
-2, -9, 0.547678571429
-2, -8, 0.547678571429
-2, -7, 0.547678571429
-2, -6, 0.711547619048
-2, -5, 0.818392857143
-2, -4, 0.838452380952
-2, -3, 0.826428571429
-2, -2, 0.752083333333
-2, -1, 0.547678571429
-2, 0, 0.547678571429
-2, 1, 0.547678571429
-2, 2, 0.547678571429
-2, 3, 0.547678571429
-1, -15, 0.547678571429
-1, -14, 0.547678571429
-1, -13, 0.547678571429
-1, -12, 0.547678571429
-1, -11, 0.547678571429
-1, -10, 0.547678571429
-1, -9, 0.547678571429
-1, -8, 0.547678571429
-1, -7, 0.725357142857
-1, -6, 0.817083333333
-1, -5, 0.844702380952
-1, -4, 0.870952380952
-1, -3, 0.871428571429
-1, -2, 0.79880952381
-1, -1, 0.629166666667
-1, 0, 0.561488095238
-1, 1, 0.547678571429
-1, 2, 0.547678571429
-1, 3, 0.547678571429
0, -15, 0.547678571429
0, -14, 0.547678571429
0, -13, 0.547678571429
0, -12, 0.547678571429
0, -11, 0.547678571429
0, -10, 0.547678571429
0, -9, 0.547678571429
0, -8, 0.752083333333
0, -7, 0.810833333333
0, -6, 0.850952380952
0, -5, 0.864285714286
0, -4, 0.864761904762
0, -3, 0.871428571429
0, -2, 0.852261904762
0, -1, 0.77880952381
0, 0, 0.615773809524
0, 1, 0.561488095238
0, 2, 0.561488095238
0, 3, 0.561488095238
1, -15, 0.547678571429
1, -14, 0.547678571429
1, -13, 0.547678571429
1, -12, 0.547678571429
1, -11, 0.547678571429
1, -10, 0.547678571429
1, -9, 0.752083333333
1, -8, 0.810833333333
1, -7, 0.857619047619
1, -6, 0.878095238095
1, -5, 0.865178571429
1, -4, 0.851369047619
1, -3, 0.878095238095
1, -2, 0.858095238095
1, -1, 0.785476190476
1, 0, 0.65630952381
