3, 1, 0.93, 0.2887229089974426
3, 2, 0.915, 0.3095883420028258
3, 3, 0.91, 0.28089204100251663
3, 4, 0.9, 0.1905394899949897
3, 5, 0.865, 0.18913943199731875
3, 6, 0.855, 0.18828029399446677
4, 1, 0.93, 0.29518608600483276
4, 2, 0.915, 0.3126262570003746
4, 3, 0.905, 0.3724111440096749
4, 4, 0.885, 0.34362655799486674
4, 5, 0.87, 0.32700938198831864
4, 6, 0.855, 0.20574251499783713
5, 1, 0.925, 0.3062050519947661
5, 2, 0.915, 0.29319006799778435
5, 3, 0.905, 0.2845308660034789
5, 4, 0.89, 0.30206527600239497
5, 5, 0.87, 0.19964823000191245
5, 6, 0.855, 0.2967373130086344
6, 1, 0.925, 0.32475696300389245
6, 2, 0.92, 0.44446258900279645
6, 3, 0.9, 0.3380724000016926
6, 4, 0.895, 0.39161081599013414
6, 5, 0.87, 0.3272173880104674
6, 6, 0.855, 0.31452082699979655
7, 1, 0.925, 0.47122667499934323
7, 2, 0.92, 0.39023556900792755
7, 3, 0.905, 0.30553118301031645
7, 4, 0.895, 0.3267187460005516
7, 5, 0.87, 0.3581659389892593
7, 6, 0.855, 0.3185719059983967
8, 1, 0.925, 0.3085301209939644
8, 2, 0.92, 0.3049198359949514
8, 3, 0.905, 0.31579148600576445
8, 4, 0.895, 0.29726509099418763
8, 5, 0.87, 0.3193072550056968
8, 6, 0.855, 0.43046146699634846
9, 1, 0.925, 0.3580363759974716
9, 2, 0.92, 0.3911308189999545
9, 3, 0.905, 0.31771592299628537
9, 4, 0.895, 0.33384772799036
9, 5, 0.87, 0.3474407739995513
9, 6, 0.855, 0.33689659800438676
10, 1, 0.925, 0.3148938159865793
10, 2, 0.92, 0.3920455299958121
10, 3, 0.905, 0.3328998579963809
10, 4, 0.895, 0.33895100800145883
10, 5, 0.87, 0.4379596499929903
10, 6, 0.855, 0.3322921469953144
