3, 1, 0.897447779112, 0.586851330997888
3, 2, 0.885604641857, 0.631323503999738
3, 3, 0.887604641857, 0.5555313020013273
3, 4, 0.88956542617, 0.4432984410013887
3, 5, 0.879683073229, 0.6949094660012634
3, 6, 0.893408563425, 0.7055093689996284
4, 1, 0.895447779112, 0.6146514030042454
4, 2, 0.881683073229, 0.7232665720002842
4, 3, 0.887485394158, 0.6026388050013338
4, 4, 0.88756542617, 0.6724215009962791
4, 5, 0.887526210484, 0.6488571680019959
4, 6, 0.893447779112, 0.7819638600049075
5, 1, 0.89156542617, 0.7216199590038741
5, 2, 0.889524609844, 1.0072003999957815
5, 3, 0.885485394158, 0.633315022001625
5, 4, 0.887485394158, 0.7373690890017315
5, 5, 0.889526210484, 0.5810758999941754
5, 6, 0.895449379752, 0.65454068499821
6, 1, 0.885604641857, 0.8459402349981247
6, 2, 0.885524609844, 0.7604825329981395
6, 3, 0.895408563425, 0.7388293760013767
6, 4, 0.895408563425, 0.7325088260040502
6, 5, 0.893408563425, 0.8122904649935663
6, 6, 0.893488595438, 0.5431720350024989
7, 1, 0.88556542617, 0.841422502999194
7, 2, 0.879681472589, 0.7320800730012706
7, 3, 0.887526210484, 0.9449902560008923
7, 4, 0.891326930772, 0.6584740370017244
7, 5, 0.893408563425, 0.647448522002378
7, 6, 0.893488595438, 0.6731963580023148
8, 1, 0.883483793517, 0.9591578550025588
8, 2, 0.885683073229, 0.7204031410001335
8, 3, 0.883643857543, 0.843755144996976
8, 4, 0.895408563425, 0.714280180996866
8, 5, 0.893408563425, 0.6752441900025588
8, 6, 0.893488595438, 0.5980481579972547
9, 1, 0.891526210484, 0.6561518710004748
9, 2, 0.887604641857, 0.6522687409960781
9, 3, 0.881643857543, 0.6325195650060778
9, 4, 0.895408563425, 0.6391645460025757
9, 5, 0.893408563425, 0.7125137240000186
9, 6, 0.893488595438, 0.6147022430013749
10, 1, 0.875681472589, 0.8940667149945511
10, 2, 0.885643857543, 0.8148342959975707
10, 3, 0.881643857543, 0.7522899190007593
10, 4, 0.895408563425, 0.6283567729988135
10, 5, 0.893408563425, 0.7795576730059111
10, 6, 0.893488595438, 0.6549813910023659
